Sync,Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:Depth,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,24-08-14,09:57:12.122,F,298,471,582,162,0.191,6.5,451,0.42,0.0,0.847,-0.202,0.811,-0.100,0.899,-0.090,415,524,0.208
,24-08-14,09:57:22.112,F,299,476,593,224,0.197,9.3,454,0.42,0.0,0.842,-0.275,0.803,-0.116,0.908,-0.105,415,524,0.208
,24-08-14,09:57:32.100,F,300,488,602,309,0.189,12.3,451,0.42,0.0,0.755,-0.385,0.698,-0.130,0.931,-0.120,415,524,0.208
,24-08-14,09:57:42.092,F,301,497,605,469,0.179,17.6,453,0.42,0.0,0.711,-0.394,0.648,-0.134,0.948,-0.127,415,524,0.208
,24-08-14,09:57:52.082,F,302,537,646,701,0.169,24.9,478,0.42,0.0,0.649,-0.541,0.578,-0.189,1.025,-0.194,415,524,0.208
,24-08-14,09:58:02.072,F,303,568,656,1032,0.134,29.0,472,0.42,0.0,0.478,-0.688,0.397,-0.201,1.084,-0.218,415,524,0.208
,24-08-14,09:58:12.062,F,304,566,637,1543,0.111,36.0,479,0.42,0.0,0.449,-0.450,0.380,-0.177,1.080,-0.191,415,524,0.208
,24-08-14,09:58:22.052,F,305,583,640,2015,0.089,37.7,478,0.42,0.0,0.352,-0.486,0.289,-0.181,1.113,-0.202,415,524,0.208
,24-08-14,09:58:32.042,F,306,611,670,2821,0.088,52.1,490,0.42,0.0,0.328,-0.651,0.263,-0.218,1.166,-0.254,415,524,0.208
LCE,24-08-14,09:58:42.028,F,307,639,682,3680,0.063,48.7,507,0.42,0.0,0.246,-0.606,0.195,-0.232,1.219,-0.282,415,524,0.208
,24-08-14,10:00:50.472,REG1,,"#1: alpha: 0.054, ETRm: 49.488, Ik: 921.676   ( beta: 0.002, ETRmPot: 57.318 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:00:50.472,REG2,,"#1: alpha: 0.044, ETRm: 48.552, Ik: 1096.417   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:00:51.862,FO,308,337,428,0,0.213,0.0,0,0.42,0.0,0,0,0,0,0,0,337,428,0.213
,24-08-14,10:01:01.851,F,309,349,433,64,0.194,2.6,343,0.42,-0.1,0.933,0.011,0.917,-0.012,0.815,-0.009,337,428,0.213
,24-08-14,10:01:11.841,F,310,343,418,112,0.179,4.2,323,0.42,-0.1,0.789,-0.044,0.743,0.024,0.801,0.020,337,428,0.213
,24-08-14,10:01:21.831,F,311,335,419,162,0.200,6.8,323,0.42,-0.1,0.875,-0.055,0.844,0.021,0.783,0.017,337,428,0.213
,24-08-14,10:01:31.821,F,312,327,404,224,0.191,9.0,314,0.42,-0.1,0.856,0.011,0.822,0.059,0.764,0.045,337,428,0.213
,24-08-14,10:01:41.811,F,313,335,422,309,0.206,13.4,319,0.42,-0.1,0.845,-0.132,0.805,0.014,0.783,0.011,337,428,0.213
,24-08-14,10:01:51.801,F,314,345,427,469,0.192,18.9,316,0.42,-0.1,0.739,-0.220,0.677,0.002,0.806,0.002,337,428,0.213
,24-08-14,10:02:01.792,F,315,408,526,701,0.224,33.0,386,0.42,-0.1,0.843,-0.538,0.798,-0.186,0.953,-0.177,337,428,0.213
,24-08-14,10:02:11.782,F,316,444,522,1032,0.149,32.3,366,0.42,-0.1,0.500,-0.714,0.412,-0.180,1.037,-0.186,337,428,0.213
,24-08-14,10:02:21.771,F,317,439,506,1542,0.132,42.7,366,0.42,-0.1,0.479,-0.538,0.399,-0.154,1.026,-0.158,337,428,0.213
,24-08-14,10:02:31.752,F,318,443,494,2015,0.103,43.6,359,0.42,-0.1,0.378,-0.484,0.306,-0.134,1.035,-0.138,337,428,0.213
,24-08-14,10:02:41.741,F,319,457,499,2820,0.084,49.7,359,0.42,-0.1,0.300,-0.538,0.236,-0.142,1.068,-0.152,337,428,0.213
LCE,24-08-14,10:02:51.701,F,320,471,503,3678,0.064,49.4,360,0.42,-0.1,0.224,-0.571,0.171,-0.149,1.100,-0.164,337,428,0.213
,24-08-14,10:04:26.301,REG1,,"#1: alpha: 0.035, ETRm: 37.168, Ik: 1075.423   ( beta: 0.376, ETRmPot: 1150.639 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:04:26.301,REG2,,"#1: alpha: 0.030, ETRm: 37.270, Ik: 1233.471   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:04:27.691,FO,321,246,288,0,0.146,0.0,0,0.42,-0.1,0,0,0,0,0,0,246,288,0.146
,24-08-14,10:04:37.681,F,322,248,285,62,0.130,1.7,240,0.42,-0.1,0.822,-0.071,0.795,0.011,0.861,0.009,246,288,0.146
,24-08-14,10:04:47.671,F,323,249,285,112,0.126,3.0,247,0.42,-0.1,0.947,0.095,0.939,0.011,0.865,0.009,246,288,0.146
,24-08-14,10:04:57.661,F,324,256,296,162,0.135,4.6,240,0.42,-0.1,0.714,-0.333,0.669,-0.027,0.889,-0.024,246,288,0.146
,24-08-14,10:05:07.650,F,325,259,302,224,0.142,6.7,255,0.42,-0.1,0.915,-0.119,0.901,-0.046,0.899,-0.041,246,288,0.146
,24-08-14,10:05:17.640,F,326,268,316,309,0.152,9.9,260,0.42,-0.1,0.857,-0.333,0.831,-0.089,0.931,-0.083,246,288,0.146
,24-08-14,10:05:27.631,F,327,274,318,467,0.138,13.5,260,0.42,-0.1,0.759,-0.381,0.720,-0.094,0.951,-0.089,246,288,0.146
,24-08-14,10:05:37.620,F,328,279,319,701,0.125,18.4,261,0.42,-0.1,0.690,-0.381,0.645,-0.097,0.969,-0.094,246,288,0.146
,24-08-14,10:05:47.551,F,329,288,324,1031,0.111,24.0,261,0.42,-0.1,0.571,-0.500,0.517,-0.111,1.000,-0.111,246,288,0.146
,24-08-14,10:05:57.601,F,330,299,335,1542,0.107,34.6,268,0.42,-0.1,0.537,-0.595,0.481,-0.140,1.038,-0.145,246,288,0.146
,24-08-14,10:06:07.590,F,331,313,340,2014,0.079,33.4,273,0.42,-0.1,0.403,-0.595,0.351,-0.153,1.087,-0.166,246,288,0.146
,24-08-14,10:06:17.571,F,332,323,345,2817,0.064,37.9,275,0.42,-0.1,0.314,-0.667,0.267,-0.165,1.122,-0.186,246,288,0.146
LCE,24-08-14,10:06:27.560,F,333,334,350,3674,0.046,35.5,278,0.42,-0.1,0.222,-0.714,0.185,-0.177,1.160,-0.206,246,288,0.146
,24-08-14,10:12:04.957,REG1,,"#1: alpha: 0.083, ETRm: 50.213, Ik: 606.603   ( beta: 0.003, ETRmPot: 58.950 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:12:04.957,REG2,,"#1: alpha: 0.068, ETRm: 49.170, Ik: 718.946   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:12:06.347,FO,334,634,1026,0,0.382,0.0,0,0.42,-0.1,0,0,0,0,0,0,634,1026,0.382
,24-08-14,10:12:16.337,F,335,680,1029,62,0.339,4.4,638,0.42,-0.1,0.893,0.003,0.838,-0.003,0.663,-0.002,634,1026,0.382
,24-08-14,10:12:26.327,F,336,688,1033,112,0.334,7.9,641,0.42,-0.1,0.880,0.000,0.820,-0.007,0.671,-0.005,634,1026,0.382
,24-08-14,10:12:36.317,F,337,702,1058,162,0.336,11.4,646,0.42,-0.1,0.864,-0.051,0.795,-0.030,0.684,-0.020,634,1026,0.382
,24-08-14,10:12:46.307,F,338,717,1073,224,0.332,15.6,649,0.42,-0.1,0.840,-0.082,0.760,-0.044,0.699,-0.031,634,1026,0.382
,24-08-14,10:12:56.296,F,339,741,1091,309,0.321,20.8,655,0.42,-0.1,0.803,-0.112,0.710,-0.060,0.722,-0.043,634,1026,0.382
,24-08-14,10:13:06.282,F,340,782,1103,467,0.291,28.5,653,0.42,-0.1,0.713,-0.148,0.595,-0.070,0.762,-0.053,634,1026,0.382
,24-08-14,10:13:16.277,F,341,836,1109,699,0.246,36.1,654,0.42,-0.1,0.600,-0.161,0.469,-0.075,0.815,-0.061,634,1026,0.382
,24-08-14,10:13:26.266,F,342,888,1102,1031,0.194,42.0,660,0.42,-0.1,0.484,-0.128,0.360,-0.069,0.865,-0.059,634,1026,0.382
,24-08-14,10:13:36.256,F,343,946,1108,1541,0.146,47.2,661,0.42,-0.1,0.362,-0.140,0.253,-0.074,0.922,-0.068,634,1026,0.382
,24-08-14,10:13:46.246,F,344,981,1113,2013,0.119,50.3,665,0.42,-0.1,0.295,-0.143,0.200,-0.078,0.956,-0.075,634,1026,0.382
,24-08-14,10:13:56.227,F,345,1012,1107,2817,0.086,50.9,668,0.42,-0.1,0.216,-0.120,0.143,-0.073,0.986,-0.072,634,1026,0.382
LCE,24-08-14,10:14:06.246,F,346,1034,1102,3673,0.062,47.8,675,0.42,-0.1,0.159,-0.089,0.104,-0.069,1.008,-0.070,634,1026,0.382
,24-08-14,10:16:04.660,REG1,,"#1: alpha: 0.059, ETRm: 33.693, Ik: 572.923   ( beta: 0.000, ETRmPot: 34.207 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:16:04.660,REG2,,"#1: alpha: 0.046, ETRm: 32.942, Ik: 709.179   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:16:06.059,FO,347,558,772,0,0.277,0.0,0,0.42,-0.1,0,0,0,0,0,0,558,772,0.277
,24-08-14,10:16:16.047,F,348,590,778,62,0.242,3.2,564,0.42,-0.1,0.879,0.000,0.840,-0.008,0.764,-0.006,558,772,0.277
,24-08-14,10:16:26.033,F,349,594,784,112,0.242,5.7,562,0.42,-0.1,0.856,-0.037,0.810,-0.015,0.769,-0.011,558,772,0.277
,24-08-14,10:16:36.025,F,350,594,789,162,0.247,8.4,560,0.42,-0.1,0.852,-0.070,0.803,-0.022,0.769,-0.016,558,772,0.277
,24-08-14,10:16:46.012,F,351,608,792,224,0.232,10.9,556,0.42,-0.1,0.780,-0.103,0.713,-0.025,0.788,-0.020,558,772,0.277
,24-08-14,10:16:55.999,F,352,615,787,309,0.219,14.2,546,0.42,-0.1,0.714,-0.126,0.634,-0.019,0.797,-0.016,558,772,0.277
,24-08-14,10:17:05.989,F,353,629,781,467,0.195,19.1,546,0.42,-0.1,0.647,-0.098,0.562,-0.012,0.815,-0.010,558,772,0.277
,24-08-14,10:17:15.977,F,354,654,782,699,0.164,24.1,541,0.42,-0.1,0.531,-0.126,0.439,-0.013,0.847,-0.011,558,772,0.277
,24-08-14,10:17:25.967,F,355,671,772,1030,0.131,28.3,559,0.42,-0.1,0.474,0.005,0.395,0.000,0.869,0.000,558,772,0.277
,24-08-14,10:17:35.957,F,356,759,837,1541,0.093,30.1,588,0.42,-0.1,0.313,-0.164,0.242,-0.078,0.983,-0.076,558,772,0.277
,24-08-14,10:17:45.947,F,357,768,835,2013,0.080,33.8,594,0.42,-0.1,0.278,-0.126,0.215,-0.075,0.995,-0.075,558,772,0.277
,24-08-14,10:17:55.937,F,358,785,833,2815,0.058,34.3,592,0.42,-0.1,0.199,-0.126,0.150,-0.073,1.017,-0.075,558,772,0.277
LCE,24-08-14,10:18:05.926,F,359,794,830,3673,0.043,33.2,598,0.42,-0.1,0.155,-0.084,0.117,-0.070,1.028,-0.071,558,772,0.277
,24-08-14,10:20:13.046,REG1,,"#1: alpha: 0.048, ETRm: 54.741, Ik: 1132.483   ( beta: 0.043, ETRmPot: 202.676 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:20:13.046,REG2,,"#1: alpha: 0.042, ETRm: 54.893, Ik: 1299.081   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:20:14.436,FO,360,249,308,1,0.192,0.0,0,0.42,-0.2,0,0,0,0,0,0,249,308,0.192
,24-08-14,10:20:24.426,F,361,246,314,62,0.217,2.8,240,0.42,-0.2,0.919,-0.254,0.897,-0.019,0.799,-0.016,249,308,0.192
,24-08-14,10:20:34.356,F,362,259,325,112,0.203,4.8,250,0.42,-0.2,0.880,-0.271,0.849,-0.052,0.841,-0.044,249,308,0.192
,24-08-14,10:20:44.406,F,363,257,328,162,0.216,7.3,251,0.42,-0.2,0.922,-0.305,0.900,-0.061,0.834,-0.050,249,308,0.192
,24-08-14,10:20:54.396,F,364,258,329,224,0.216,10.2,253,0.42,-0.2,0.934,-0.288,0.916,-0.064,0.838,-0.054,249,308,0.192
,24-08-14,10:21:04.376,F,365,264,338,307,0.219,14.1,253,0.42,-0.2,0.871,-0.441,0.835,-0.089,0.857,-0.076,249,308,0.192
,24-08-14,10:21:14.366,F,366,267,337,466,0.208,20.4,252,0.42,-0.2,0.824,-0.441,0.778,-0.086,0.867,-0.075,249,308,0.192
,24-08-14,10:21:24.356,F,367,280,345,699,0.188,27.6,255,0.42,-0.2,0.722,-0.525,0.658,-0.107,0.909,-0.097,249,308,0.192
,24-08-14,10:21:34.346,F,368,293,353,1030,0.170,36.8,264,0.42,-0.2,0.674,-0.508,0.607,-0.127,0.951,-0.121,249,308,0.192
,24-08-14,10:21:44.336,F,369,316,361,1539,0.125,40.4,267,0.42,-0.2,0.479,-0.593,0.405,-0.147,1.026,-0.151,249,308,0.192
,24-08-14,10:21:54.326,F,370,322,365,2011,0.118,49.8,265,0.42,-0.2,0.430,-0.695,0.354,-0.156,1.045,-0.163,249,308,0.192
,24-08-14,10:22:04.316,F,371,328,364,2813,0.099,58.5,261,0.42,-0.2,0.350,-0.746,0.279,-0.154,1.065,-0.164,249,308,0.192
LCE,24-08-14,10:22:14.306,F,372,341,366,3668,0.068,52.4,265,0.42,-0.2,0.248,-0.712,0.193,-0.158,1.107,-0.175,249,308,0.192
,24-08-14,10:24:27.445,REG1,,"#1: alpha: 0.064, ETRm: 68.987, Ik: 1081.951   ( beta: 0.883, ETRmPot: 2689.316 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:24:27.445,REG2,,"#1: alpha: 0.056, ETRm: 69.085, Ik: 1232.560   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:24:28.845,FO,373,210,274,0,0.234,0.0,0,0.42,-0.2,0,0,0,0,0,0,210,274,0.234
,24-08-14,10:24:38.835,F,374,219,289,62,0.242,3.2,216,0.42,-0.1,0.959,-0.141,0.946,-0.052,0.799,-0.041,210,274,0.234
,24-08-14,10:24:48.815,F,375,216,289,112,0.253,6.0,215,0.42,-0.2,0.986,-0.156,0.981,-0.052,0.788,-0.041,210,274,0.234
,24-08-14,10:24:58.805,F,376,227,304,162,0.253,8.6,219,0.42,-0.1,0.906,-0.328,0.874,-0.099,0.828,-0.081,210,274,0.234
,24-08-14,10:25:08.795,F,377,233,313,222,0.256,11.9,224,0.42,-0.2,0.899,-0.391,0.864,-0.125,0.850,-0.106,210,274,0.234
,24-08-14,10:25:18.785,F,378,243,329,307,0.261,16.8,227,0.42,-0.1,0.843,-0.594,0.787,-0.167,0.887,-0.148,210,274,0.234
,24-08-14,10:25:28.775,F,379,249,333,466,0.252,24.7,234,0.42,-0.2,0.848,-0.547,0.797,-0.177,0.909,-0.161,210,274,0.234
,24-08-14,10:25:38.705,F,380,271,353,697,0.232,34.0,243,0.42,-0.2,0.745,-0.719,0.668,-0.224,0.989,-0.221,210,274,0.234
,24-08-14,10:25:48.754,F,381,284,363,1027,0.218,47.0,245,0.42,-0.1,0.669,-0.844,0.577,-0.245,1.036,-0.254,210,274,0.234
,24-08-14,10:25:58.745,F,382,305,377,1535,0.191,61.6,253,0.42,-0.1,0.581,-0.938,0.482,-0.273,1.113,-0.304,210,274,0.234
,24-08-14,10:26:08.735,F,383,320,376,2006,0.149,62.8,255,0.42,-0.2,0.463,-0.891,0.369,-0.271,1.168,-0.317,210,274,0.234
,24-08-14,10:26:18.725,F,384,341,386,2807,0.117,69.0,261,0.42,-0.1,0.360,-0.953,0.276,-0.290,1.245,-0.362,210,274,0.234
LCE,24-08-14,10:26:28.715,F,385,366,401,3661,0.087,66.9,263,0.42,-0.1,0.254,-1.156,0.183,-0.317,1.336,-0.423,210,274,0.234
,24-08-14,10:28:29.698,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 41.428 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:28:29.698,REG2,,"#1: alpha: 0.045, ETRm: 49.200, Ik: 1095.512   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:28:31.090,FO,386,233,297,1,0.215,0.0,0,0.42,-0.2,0,0,0,0,0,0,233,297,0.215
,24-08-14,10:28:41.074,F,387,241,310,62,0.223,2.9,235,0.42,-0.2,0.920,-0.172,0.897,-0.042,0.811,-0.034,233,297,0.215
,24-08-14,10:28:51.064,F,388,231,291,112,0.206,4.8,211,0.42,-0.2,0.750,-0.250,0.685,0.021,0.778,0.016,233,297,0.215
,24-08-14,10:29:01.054,F,389,255,329,162,0.225,7.7,252,0.42,-0.2,0.961,-0.203,0.950,-0.097,0.859,-0.084,233,297,0.215
,24-08-14,10:29:11.014,F,390,264,345,222,0.235,11.0,253,0.42,-0.2,0.880,-0.438,0.843,-0.139,0.889,-0.124,233,297,0.215
,24-08-14,10:29:20.974,F,391,267,351,307,0.239,15.4,254,0.42,-0.2,0.866,-0.516,0.824,-0.154,0.899,-0.138,233,297,0.215
,24-08-14,10:29:31.024,F,392,280,356,466,0.213,20.8,259,0.42,-0.2,0.784,-0.516,0.725,-0.166,0.943,-0.156,233,297,0.215
,24-08-14,10:29:41.014,F,393,294,365,697,0.195,28.5,264,0.42,-0.2,0.703,-0.578,0.631,-0.186,0.990,-0.185,233,297,0.215
,24-08-14,10:29:51.004,F,394,309,368,1027,0.160,34.5,263,0.42,-0.2,0.562,-0.641,0.478,-0.193,1.040,-0.200,233,297,0.215
,24-08-14,10:30:00.994,F,395,325,374,1535,0.131,42.2,267,0.42,-0.2,0.458,-0.672,0.376,-0.206,1.094,-0.225,233,297,0.215
,24-08-14,10:30:10.984,F,396,338,378,2006,0.106,44.7,270,0.42,-0.2,0.370,-0.688,0.296,-0.214,1.138,-0.244,233,297,0.215
,24-08-14,10:30:20.974,F,397,349,379,2805,0.079,46.5,272,0.42,-0.2,0.280,-0.672,0.218,-0.216,1.175,-0.254,233,297,0.215
LCE,24-08-14,10:30:30.964,F,398,357,384,3661,0.070,53.8,276,0.42,-0.2,0.250,-0.688,0.193,-0.227,1.202,-0.272,233,297,0.215
,24-08-14,10:36:25.840,REG1,,"#1: alpha: 0.063, ETRm: 51.739, Ik: 826.920   ( beta: 0.001, ETRmPot: 55.527 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:36:25.840,REG2,,"#1: alpha: 0.050, ETRm: 50.614, Ik: 1006.816   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:36:27.230,FO,399,594,811,1,0.268,0.1,0,0.42,-0.2,0,0,0,0,0,0,594,811,0.268
,24-08-14,10:36:37.220,F,400,617,830,62,0.257,3.3,595,0.42,-0.2,0.906,-0.083,0.874,-0.023,0.761,-0.018,594,811,0.268
,24-08-14,10:36:47.170,F,401,631,846,112,0.254,6.0,600,0.42,-0.2,0.874,-0.134,0.831,-0.041,0.778,-0.032,594,811,0.268
,24-08-14,10:36:57.200,F,402,638,856,162,0.255,8.7,600,0.42,-0.2,0.852,-0.180,0.801,-0.053,0.787,-0.042,594,811,0.268
,24-08-14,10:37:07.190,F,403,646,869,222,0.257,12.0,600,0.42,-0.2,0.829,-0.240,0.770,-0.067,0.797,-0.054,594,811,0.268
,24-08-14,10:37:17.180,F,404,659,884,307,0.255,16.4,601,0.42,-0.2,0.795,-0.304,0.725,-0.083,0.813,-0.068,594,811,0.268
,24-08-14,10:37:27.170,F,405,683,896,466,0.238,23.3,601,0.42,-0.2,0.722,-0.359,0.635,-0.095,0.842,-0.080,594,811,0.268
,24-08-14,10:37:37.160,F,406,719,913,697,0.212,31.0,602,0.42,-0.2,0.624,-0.433,0.522,-0.112,0.887,-0.099,594,811,0.268
,24-08-14,10:37:47.150,F,407,758,911,1026,0.168,36.2,600,0.42,-0.2,0.492,-0.433,0.389,-0.110,0.935,-0.103,594,811,0.268
,24-08-14,10:37:57.140,F,408,788,913,1534,0.137,44.1,599,0.42,-0.2,0.398,-0.447,0.303,-0.112,0.972,-0.109,594,811,0.268
,24-08-14,10:38:07.130,F,409,809,915,2003,0.116,48.8,599,0.42,-0.2,0.335,-0.456,0.248,-0.114,0.998,-0.114,594,811,0.268
,24-08-14,10:38:17.120,F,410,836,916,2807,0.087,51.3,602,0.42,-0.2,0.255,-0.447,0.184,-0.115,1.031,-0.118,594,811,0.268
LCE,24-08-14,10:38:27.110,F,411,851,912,3657,0.067,51.5,601,0.42,-0.2,0.196,-0.433,0.138,-0.111,1.049,-0.116,594,811,0.268
,24-08-14,10:40:13.109,REG1,,"#1: alpha: 0.045, ETRm: 31.027, Ik: 694.830   ( beta: 0.004, ETRmPot: 42.395 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:40:13.109,REG2,,"#1: alpha: 0.038, ETRm: 30.352, Ik: 803.900   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:40:14.509,FO,412,607,747,1,0.187,0.0,0,0.42,-0.2,0,0,0,0,0,0,607,747,0.187
,24-08-14,10:40:24.489,F,413,629,768,62,0.181,2.4,618,0.42,-0.2,0.927,-0.071,0.911,-0.027,0.842,-0.023,607,747,0.187
,24-08-14,10:40:34.479,F,414,642,786,112,0.183,4.3,629,0.42,-0.2,0.917,-0.121,0.898,-0.050,0.859,-0.042,607,747,0.187
,24-08-14,10:40:44.469,F,415,658,804,162,0.182,6.2,636,0.42,-0.2,0.869,-0.200,0.840,-0.071,0.881,-0.063,607,747,0.187
,24-08-14,10:40:54.459,F,416,671,814,222,0.176,8.2,643,0.42,-0.2,0.836,-0.221,0.801,-0.082,0.898,-0.074,607,747,0.187
,24-08-14,10:41:04.449,F,417,689,834,307,0.174,11.2,652,0.42,-0.3,0.797,-0.300,0.754,-0.104,0.922,-0.096,607,747,0.187
,24-08-14,10:41:14.439,F,418,714,852,466,0.162,15.9,660,0.42,-0.2,0.719,-0.371,0.665,-0.123,0.956,-0.118,607,747,0.187
,24-08-14,10:41:24.429,F,419,745,870,697,0.144,21.1,669,0.42,-0.2,0.622,-0.436,0.559,-0.141,0.997,-0.141,607,747,0.187
,24-08-14,10:41:34.419,F,420,778,882,1026,0.118,25.4,672,0.42,-0.3,0.495,-0.500,0.428,-0.153,1.041,-0.159,607,747,0.187
,24-08-14,10:41:44.409,F,421,810,891,1533,0.091,29.3,679,0.42,-0.2,0.382,-0.514,0.320,-0.162,1.084,-0.175,607,747,0.187
,24-08-14,10:41:54.399,F,422,829,896,2002,0.075,31.5,680,0.42,-0.2,0.310,-0.543,0.254,-0.166,1.110,-0.185,607,747,0.187
,24-08-14,10:42:04.389,F,423,851,896,2801,0.050,29.4,682,0.42,-0.2,0.210,-0.529,0.168,-0.166,1.139,-0.189,607,747,0.187
LCE,24-08-14,10:42:14.379,F,424,860,895,3656,0.039,29.9,686,0.42,-0.2,0.167,-0.493,0.133,-0.165,1.151,-0.190,607,747,0.187
,24-08-14,10:43:33.699,REG1,,"#1: alpha: 0.049, ETRm: 54.678, Ik: 1120.333   ( beta: 0.024, ETRmPot: 140.923 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:43:33.699,REG2,,"#1: alpha: 0.042, ETRm: 54.822, Ik: 1293.375   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:43:35.099,FO,425,299,375,1,0.203,0.0,0,0.42,-0.2,0,0,0,0,0,0,299,375,0.203
,24-08-14,10:43:45.088,F,426,299,385,62,0.223,2.9,301,0.42,-0.2,1.024,-0.105,1.031,-0.026,0.797,-0.020,299,375,0.203
,24-08-14,10:43:55.019,F,427,312,386,112,0.192,4.5,306,0.42,-0.2,0.925,-0.053,0.907,-0.028,0.832,-0.024,299,375,0.203
,24-08-14,10:44:05.078,F,428,315,390,162,0.192,6.5,307,0.42,-0.3,0.904,-0.092,0.881,-0.038,0.840,-0.032,299,375,0.203
,24-08-14,10:44:15.075,F,429,321,405,222,0.207,9.7,310,0.42,-0.2,0.884,-0.250,0.854,-0.074,0.856,-0.063,299,375,0.203
,24-08-14,10:44:25.058,F,430,331,415,307,0.202,13.0,316,0.42,-0.3,0.848,-0.303,0.810,-0.096,0.883,-0.085,299,375,0.203
,24-08-14,10:44:35.048,F,431,340,428,466,0.206,20.2,317,0.42,-0.3,0.793,-0.461,0.739,-0.124,0.907,-0.113,299,375,0.203
,24-08-14,10:44:45.038,F,432,357,439,697,0.187,27.4,326,0.42,-0.3,0.726,-0.487,0.663,-0.146,0.952,-0.139,299,375,0.203
,24-08-14,10:44:55.028,F,433,374,447,1026,0.163,35.1,329,0.42,-0.3,0.619,-0.553,0.545,-0.161,0.997,-0.160,299,375,0.203
,24-08-14,10:45:05.018,F,434,395,459,1533,0.139,44.7,335,0.42,-0.3,0.516,-0.632,0.438,-0.183,1.053,-0.192,299,375,0.203
,24-08-14,10:45:14.958,F,435,411,467,2002,0.120,50.5,337,0.42,-0.3,0.431,-0.711,0.353,-0.197,1.096,-0.216,299,375,0.203
,24-08-14,10:45:24.999,F,436,430,473,2803,0.091,53.6,342,0.42,-0.3,0.328,-0.724,0.261,-0.207,1.147,-0.238,299,375,0.203
LCE,24-08-14,10:45:34.988,F,437,444,478,3656,0.071,54.5,343,0.42,-0.3,0.252,-0.776,0.195,-0.215,1.184,-0.255,299,375,0.203
,24-08-14,10:48:00.907,REG1,,"#1: alpha: 0.062, ETRm: 37.480, Ik: 603.981   ( beta: 0.001, ETRmPot: 41.809 )   (Platt et al. 1980)",,,,,,,,,,,,,,,,
,24-08-14,10:48:00.907,REG2,,"#1: alpha: 0.050, ETRm: 36.841, Ik: 732.623   (Jassby and Platt 1976)",,,,,,,,,,,,,,,,
LCS,24-08-14,10:48:02.298,FO,438,556,780,0,0.287,0.0,0,0.42,-0.2,0,0,0,0,0,0,556,780,0.287
,24-08-14,10:48:12.287,F,439,587,807,62,0.273,3.6,567,0.42,-0.2,0.917,-0.071,0.886,-0.033,0.753,-0.026,556,780,0.287
,24-08-14,10:48:22.277,F,440,602,829,112,0.274,6.4,577,0.42,-0.2,0.901,-0.125,0.864,-0.059,0.772,-0.046,556,780,0.287
,24-08-14,10:48:32.267,F,441,624,857,161,0.272,9.2,592,0.42,-0.2,0.879,-0.183,0.834,-0.090,0.800,-0.072,556,780,0.287
,24-08-14,10:48:42.259,F,442,657,888,222,0.260,12.1,600,0.42,-0.2,0.802,-0.286,0.732,-0.122,0.842,-0.102,556,780,0.287
,24-08-14,10:48:52.248,F,443,690,910,306,0.242,15.6,612,0.42,-0.2,0.738,-0.330,0.655,-0.143,0.885,-0.127,556,780,0.287
,24-08-14,10:49:02.237,F,444,736,933,465,0.211,20.6,623,0.42,-0.2,0.635,-0.384,0.538,-0.164,0.944,-0.155,556,780,0.287
,24-08-14,10:49:12.227,F,445,780,948,695,0.177,25.8,631,0.42,-0.2,0.530,-0.415,0.429,-0.177,1.000,-0.177,556,780,0.287
,24-08-14,10:49:22.217,F,446,819,957,1024,0.144,31.0,635,0.42,-0.2,0.429,-0.438,0.333,-0.185,1.050,-0.194,556,780,0.287
,24-08-14,10:49:32.207,F,447,858,964,1532,0.110,35.4,644,0.42,-0.2,0.331,-0.429,0.248,-0.191,1.100,-0.210,556,780,0.287
