1: F - Datetime;1: F - Value;1: Fm' - Datetime;1: Fm' - Value;1: PAR - Datetime;1: PAR - Value;1: Temp - Datetime;1: Temp - Value;1: Y (II) - Datetime;1: Y (II) - Value;1: ETR - Datetime;1: ETR - Value
2024-07-13 05:58:02.977;345;2024-07-13 05:58:02.977;1046;2024-07-13 05:58:02.977;0;2024-07-13 05:56:53.070;22.9;2024-07-13 05:58:02.977;0.670;2024-07-13 05:58:02.977;0.0
2024-07-13 05:58:27.806;354;2024-07-13 05:58:27.806;952;2024-07-13 05:58:27.806;0;2024-07-13 05:58:02.977;22.9;2024-07-13 05:58:27.806;0.628;2024-07-13 05:58:27.806;0.0
2024-07-13 05:58:54.762;420;2024-07-13 05:58:54.762;1172;2024-07-13 05:58:54.762;0;2024-07-13 05:58:27.806;22.9;2024-07-13 05:58:54.762;0.642;2024-07-13 05:58:54.762;0.0
2024-07-13 05:59:16.073;251;2024-07-13 05:59:16.073;750;2024-07-13 05:59:16.073;0;2024-07-13 05:58:54.762;22.9;2024-07-13 05:59:16.073;0.665;2024-07-13 05:59:16.073;0.0
2024-07-13 05:59:38.164;181;2024-07-13 05:59:38.164;470;2024-07-13 05:59:38.164;0;2024-07-13 05:59:16.073;22.9;2024-07-13 05:59:38.164;0.615;2024-07-13 05:59:38.164;0.0
2024-07-13 06:00:00.264;396;2024-07-13 06:00:00.264;1058;2024-07-13 06:00:00.264;0;2024-07-13 05:59:38.164;22.9;2024-07-13 06:00:00.264;0.626;2024-07-13 06:00:00.264;0.0
2024-07-13 06:00:36.904;104;2024-07-13 06:00:36.904;939;2024-07-13 06:00:36.904;0;2024-07-13 06:00:00.264;22.8;2024-07-13 06:00:36.904;0.889;2024-07-13 06:00:36.904;0.0
2024-07-13 06:00:53.535;418;2024-07-13 06:00:53.535;1227;2024-07-13 06:00:53.535;0;2024-07-13 06:00:36.904;22.8;2024-07-13 06:00:53.535;0.659;2024-07-13 06:00:53.535;0.0
2024-07-13 06:01:25.255;186;2024-07-13 06:01:25.255;375;2024-07-13 06:01:25.255;0;2024-07-13 06:00:53.535;22.8;2024-07-13 06:01:25.255;0.504;2024-07-13 06:01:25.255;0.0
2024-07-13 06:01:48.102;211;2024-07-13 06:01:48.102;557;2024-07-13 06:01:48.102;0;2024-07-13 06:01:25.255;22.9;2024-07-13 06:01:48.102;0.621;2024-07-13 06:01:48.102;0.0
2024-07-13 06:02:11.489;133;2024-07-13 06:02:11.489;375;2024-07-13 06:02:11.489;0;2024-07-13 06:01:48.102;22.8;2024-07-13 06:02:11.489;0.645;2024-07-13 06:02:11.489;0.0
2024-07-13 06:02:39.964;136;2024-07-13 06:02:39.964;412;2024-07-13 06:02:39.964;0;2024-07-13 06:02:11.489;22.8;2024-07-13 06:02:39.964;0.670;2024-07-13 06:02:39.964;0.0
;;;;;;2024-07-13 06:02:39.964;22.8;;;;
